Accident_index,Year,Month,Day,Hour,Minute,District,Death_num,Injury_num,Climate,Light,Road_category,Speed_limit,Road_type,Accident_location,Pavement,Road_condition,Road_defect,Barrier,Sight_distance,Signal_type,Signal_action,Accident_type,Causing_factor,injury_degree,Main_injury,Protective_equipement,Action_status,Driving_qualifications,Driving_type,Drinking_situation,Impact_site,Run_away,Job,GPS_X,GPS_Y,License_num,ID_card,Car_type,Timestamp
5623,2023,9,15,15,50,Shalu,0,0,7,,6,40,,,,,,,,,,,7,,,,,1,,2,,1,13,120.565909,24.238734,JDS-4772,T220635386,B03,1694793000
5624,2023,9,15,15,50,Fengyuan,0,0,7,,6,50,,,,,,,,,,,59,,,,,1,,2,,1,12,120.758964,24.276776,TPL-8697,T191183035,B03,1694793000
5625,2023,9,15,15,58,Shalu,0,0,7,,6,50,,,,,,,,,,,47,,,,,1,,2,,1,6,120.556436,24.230025,PPT-9778,J114387754,B03,1694793000
5626,2023,9,15,15,59,Longjing,0,0,7,,6,50,,,,,,,,,,13,7,,,,,1,,2,,1,12,120.592858,24.182163,KME-168,T160021946,B12,1694793480
5627,2023,9,15,16,0,Beitun,0,0,7,,6,30,,,,,,,,,,17,85,,,,,,,,,1,,120.679371,24.190657,CNH-918,X168895720,B03,1694793540
5628,2023,9,15,16,0,Xitun,0,0,7,,6,50,,,,,,,,,,,49,,,,,1,,1,,1,13,120.595968,24.16513,ZHT-4698,C154471391,B03,1694793600
5629,2023,9,15,16,2,Shalu,0,0,7,,6,40,,,,,,,,,,,7,,,,,1,,2,,1,13,120.565909,24.238734,EGR-7739,U182988418,B03,1694793600
5630,2023,9,15,16,2,Shalu,0,1,7,2,6,50,4,1,1,5,4,6,6,3,1,16,14,3,10,2,6,3,19,2,11,1,12,120.567769,24.253539,NAE-1232,S164216900,B03,1694793720
5631,2023,9,15,16,5,Wuri,0,2,7,2,6,50,4,1,1,5,4,6,6,1,1,16,48,2,9,2,6,1,10,2,12,1,6,120.633383,24.098297,HUD-8946,W249011469,B03,1694793720
5632,2023,9,15,16,5,Shalu,0,1,7,2,6,40,4,1,1,5,4,6,6,3,1,15,24,3,10,2,9,1,10,2,11,1,13,120.54786,24.217144,NHW-8433,M140136154,C03,1694793900
5633,2023,9,15,16,8,Taiping,0,2,7,3,6,50,4,1,1,5,4,6,6,4,4,15,1,2,8,2,9,1,10,2,12,1,12,120.712044,24.15732,AQZ-5678,I114400869,B12,1694793900
5634,2023,9,15,16,12,Shalu,0,0,7,,6,40,,,,,,,,,,,7,,,,,1,,2,,1,13,120.566943,24.237711,XBS-4972,U244886930,C03,1694794080
5635,2023,9,15,16,14,Daya,0,0,7,,6,50,,,,,,,,,,,50,,,,,1,,2,,1,13,120.647741,24.223343,EWD-2229,J176480841,A11,1694794320
5636,2023,9,15,16,18,West,0,0,7,,6,50,,,,,,,,,,,84,,,,,1,,1,,1,13,120.665979,24.135591,OUN-9175,A199561976,B03,1694794440
5637,2023,9,15,16,20,Wufeng,0,0,7,,6,40,,,,,,,,,,,39,,,,,1,,9,,2,12,120.662629,24.067866,HHX-2890,Q267514511,B03,1694794680
5638,2023,9,15,16,22,Xitun,0,0,7,,6,50,,,,,,,,,,,51,,,,,1,,2,,1,12,120.662421,24.164281,PAF-9175,D295014353,B02,1694794800
5639,2023,9,15,16,25,Dali,0,2,7,3,6,50,3,1,1,5,4,6,6,1,1,16,11,3,10,3,6,1,8,2,6,1,6,120.695086,24.102471,OLV-574,H279893644,B12,1694794920
5640,2023,9,15,16,27,North,0,0,7,,6,50,,,,,,,,,,,84,,,,,7,,1,,1,13,120.701177,24.155471,COB-1150,G265949598,C03,1694795100
5641,2023,9,15,16,30,Daya,0,1,7,1,6,30,3,2,1,5,4,6,6,4,4,17,7,2,9,1,9,1,10,2,11,1,13,120.646796,24.20702,HDB-1192,D115488945,C03,1694795220
5642,2023,9,15,16,30,Dajia,0,0,7,,6,50,,,,,,,,,,14,49,,,,,1,,1,,1,6,120.618436,24.348742,BDJ-5968,B131887176,B12,1694795400
5643,2023,9,15,16,32,Beitun,0,1,7,3,6,50,4,1,1,5,4,6,6,2,1,16,11,3,10,3,5,1,8,2,5,1,13,120.700445,24.167632,MGI-4036,F194232832,C03,1694795400
5644,2023,9,15,16,32,Kamioka,0,1,7,3,6,50,13,9,1,5,4,6,6,4,4,17,51,3,10,5,1,1,8,2,1,1,12,120.693236,24.244559,DGO-417,R151413183,B03,1694795520
5645,2023,9,15,16,33,Nantun,0,2,7,3,6,50,13,9,1,5,4,6,6,4,4,13,7,2,9,2,9,1,10,2,11,1,13,120.617857,24.145384,DCD-2657,I163561595,B03,1694795520
5646,2023,9,15,16,35,Taiping,0,0,7,,6,40,,,,,,,,,,,58,,,,,5,,2,,1,12,120.718155,24.133672,CNC-9873,J250965705,C03,1694795580
5647,2023,9,15,16,39,Dadu,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,2,,1,6,120.542983,24.1594,NJB-2025,F162138999,B03,1694795700
5648,2023,9,15,16,43,Wuri,0,0,7,,6,60,,,,,,,,,,,8,,,,,3,,2,,1,12,120.648656,24.091864,GLX-5125,L149107630,A12,1694795940
5649,2023,9,15,16,49,Fengyuan,0,0,7,,6,30,,,,,,,,,,15,12,,,,,1,,2,,1,12,120.726571,24.245559,LUP-9552,H241917209,B03,1694796180
5650,2023,9,15,16,50,North,0,0,7,2,6,50,3,7,1,5,4,6,6,1,1,13,84,3,10,3,9,1,8,1,1,1,12,120.673614,24.159214,PQE-7489,D221422770,C03,1694796540
5651,2023,9,15,16,52,Shalu,0,0,7,,6,60,,,,,,,,,,12,40,,,,,1,,2,,1,6,120.547105,24.217515,IUK-9430,D112872359,B03,1694796600
5652,2023,9,15,16,53,Qingshui,0,0,7,,6,50,,,,,,,,,,,119,,,,,,,,,1,,120.536098,24.274039,FYJ-7127,P196379169,B03,1694796720
5653,2023,9,15,16,55,Longjing,1,0,7,2,6,40,4,1,1,5,4,6,6,2,1,15,21,3,10,5,9,1,8,2,1,1,6,120.580347,24.189038,YYN-7994,K171062594,C03,1694796780
5654,2023,9,15,16,55,Shalu,0,1,7,2,6,50,3,9,1,5,4,1,6,4,4,12,11,3,10,3,5,1,8,2,8,1,12,120.567774,24.216547,XFQ-5775,A249105617,B03,1694796900
5655,2023,9,15,16,58,Xitun,0,0,7,,6,50,,,,,,,,,,,84,,,,,1,,2,,1,13,120.633136,24.173878,IAF-7188,D230415633,B12,1694796900
5656,2023,9,15,16,59,Nantun,0,0,7,,6,50,,,,,,,,,,,84,,,,,1,,2,,1,13,120.64829,24.132036,KBK-4719,E174076586,C03,1694797080
5657,2023,9,15,17,0,South,0,0,7,,6,50,,,,,,,,,,,84,,,,,1,,2,,1,13,120.652988,24.118455,NSK-5208,O229288578,C03,1694797140
5658,2023,9,15,17,0,Wuqi,0,0,7,,6,50,,,,,,,,,,,48,,,,,1,,2,,1,6,120.53033,24.243312,FMK-6034,T183191105,B03,1694797200
5659,2023,9,15,17,2,West,0,0,7,,6,50,,,,,,,,,,,49,,,,,1,,1,,1,13,120.671585,24.132114,LWO-1670,A253485391,C03,1694797200
5660,2023,9,15,17,3,Beitun,0,2,7,2,6,50,3,1,1,5,4,6,6,4,4,16,45,3,10,3,11,1,8,2,8,1,12,120.696365,24.185996,UTC-2541,A230269063,C04,1694797320
5661,2023,9,15,17,4,Kamioka,0,2,7,1,6,50,4,1,1,5,4,6,6,1,1,17,20,2,9,1,6,1,10,2,13,1,6,120.656581,24.255821,SSR-8273,S297812255,B03,1694797380
5662,2023,9,15,17,6,West,0,0,7,,6,50,,,,,,,,,,,84,,,,,1,,2,,1,12,120.669069,24.147486,MJS-8264,O151657049,B13,1694797440
5663,2023,9,15,17,6,Xitun,0,1,7,2,6,50,4,2,1,5,4,6,6,4,4,11,4,3,10,3,9,1,8,2,1,1,13,120.658039,24.169073,BKI-8784,Y120612862,C03,1694797560
5664,2023,9,15,17,7,Shalu,0,0,7,,6,50,,,,,,,,,,13,59,,,,,1,,2,,1,13,120.551552,24.229835,UEU-9963,A258963239,C03,1694797560
5665,2023,9,15,17,10,Longjing,0,0,7,,6,70,,,,,,,,,,,20,,,,,1,,2,,1,6,120.544543,24.186315,SBQ-3977,O146443354,A12,1694797620
5666,2023,9,15,17,12,Beitun,0,1,7,2,6,50,12,9,1,5,4,6,6,4,4,18,84,2,9,1,9,3,19,2,14,1,12,120.752186,24.179218,SUX-9414,N287524138,B03,1694797800
5667,2023,9,15,17,13,West,0,0,7,2,6,50,13,9,1,5,4,,6,4,4,35,87,,,,,1,,1,,1,12,120.660445,24.146708,ZQN-7115,T273114992,B12,1694797920
5668,2023,9,15,17,15,Wuri,0,1,7,3,6,50,13,9,1,5,4,6,6,4,4,12,7,3,10,3,9,1,8,2,5,1,12,120.645343,24.073221,BDR-1765,R146498947,C03,1694797980
5669,2023,9,15,17,17,Taiping,0,0,7,,6,40,,,,,,,,,,12,8,,,,,1,,2,,1,6,120.716424,24.153066,CSO-245,N145967129,C03,1694798100
5670,2023,9,15,17,18,Taiping,0,1,7,3,6,50,3,1,1,5,4,6,6,4,4,13,47,3,10,3,5,1,8,2,6,1,12,120.713173,24.131405,RKG-1526,I192895868,B03,1694798220
5671,2023,9,15,17,19,Taiping,0,0,7,,6,50,,,,,,,,,,,84,,,,,1,,2,,1,12,120.711232,24.155876,IHO-558,C287531387,B03,1694798280
5672,2023,9,15,17,20,Dajia,0,0,7,,6,60,,,,,,,,,,14,49,,,,,1,,1,,1,6,120.651917,24.382229,DOI-6982,D296644070,C03,1694798340
5673,2023,9,15,17,22,Dali,0,2,7,3,6,30,4,2,1,5,4,6,6,4,4,11,85,2,8,1,5,1,10,2,11,1,12,120.701292,24.088112,RWG-2167,A221833318,C03,1694798400
5674,2023,9,15,17,22,Xinshe,0,0,7,,6,30,,,,,,,,,,,84,,,,,1,,2,,1,12,120.798017,24.202986,EKI-1516,D178070920,C03,1694798520
5675,2023,9,15,17,23,Beitun,0,0,7,,6,40,,,,,,,,,,13,7,,,,,1,,1,,1,13,120.702527,24.186472,LAV-878,P129469859,C03,1694798520
5676,2023,9,15,17,24,Dali,0,1,7,2,6,50,13,9,1,5,4,6,6,1,1,12,7,3,10,3,9,1,8,2,5,1,13,120.699924,24.104699,XHE-8242,C179794097,B03,1694798580
5677,2023,9,15,17,25,North,0,3,7,2,6,40,3,1,1,5,4,6,6,4,4,3,95,2,7,6,16,7,21,10,17,1,12,120.671015,24.159207,FGA-1934,W174274672,B02,1694798640
5678,2023,9,15,17,25,Houli,0,1,7,1,6,50,3,1,1,5,4,6,6,4,4,16,4,2,7,2,9,5,10,2,14,1,12,120.72182,24.308952,CZM-4755,K115261007,B03,1694798700
5679,2023,9,15,17,27,Taiping,0,0,7,,6,40,,,,,,,,,,16,84,,,,,1,,2,,1,6,120.718358,24.104045,MAA-9915,C160195293,B03,1694798700
5680,2023,9,15,17,28,West,0,1,7,3,6,50,4,1,1,5,4,6,6,1,1,16,20,3,10,3,5,1,8,2,2,1,13,120.658839,24.140149,HXO-7588,F159097118,B03,1694798820
5681,2023,9,15,17,30,Dali,0,0,7,,6,80,,,,,,,,,,13,7,,,,,1,,2,,1,6,120.693061,24.103876,HZW-5733,D254970315,B03,1694798880
5682,2023,9,15,17,30,Taiping,0,0,7,,6,50,,,,,,,,,,,8,,,,,1,,2,,1,12,120.728957,24.103886,UWQ-9443,E188612467,B03,1694799000
5683,2023,9,15,17,31,Nantun,0,1,7,2,6,50,13,9,1,5,4,6,6,4,4,13,59,2,8,2,9,1,10,2,14,1,6,120.632348,24.153002,TTG-414,R162571843,B03,1694799000
5684,2023,9,15,17,32,Kamioka,0,1,7,3,6,50,4,1,1,5,4,6,6,1,1,17,20,3,10,5,5,1,8,2,5,1,12,120.655431,24.258675,YSI-1737,X125997511,B03,1694799060
5685,2023,9,15,17,34,East,0,2,7,3,6,50,3,2,1,5,4,6,6,4,4,16,34,2,8,1,6,1,10,2,14,1,5,120.699572,24.145331,IWG-7026,S268012575,B03,1694799120
5686,2023,9,15,17,34,Xitun,0,0,7,,6,30,,,,,,,,,,11,29,,,,,1,,1,,1,13,120.647955,24.174957,XBR-7268,F225236079,B03,1694799240
5687,2023,9,15,17,40,Daya,0,0,7,,6,40,,,,,,,,,,,7,,,,,1,,2,,1,13,120.631051,24.220061,NXK-3276,E146509014,C03,1694799240
5688,2023,9,15,17,41,Beitun,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,1,,1,12,120.679572,24.174126,EUA-9205,B264468247,,1694799600
5689,2023,9,15,17,41,Wufeng,0,0,7,,6,40,,,,,,,,,,,7,,,,,1,,2,,1,12,120.662944,24.063028,WUM-1501,M292436884,B13,1694799660
5690,2023,9,15,17,45,Wuri,0,2,7,2,6,60,11,8,1,5,4,6,6,4,4,13,40,3,10,3,7,1,8,9,16,1,13,120.584276,24.111436,KOI-720,E211631027,B12,1694799660
5691,2023,9,15,17,46,Taiping,0,0,7,,6,50,,,,,,,,,,13,58,,,,,1,,1,,1,12,120.717214,24.13077,WTB-7013,U244500890,B03,1694799900
5692,2023,9,15,17,47,East,0,1,7,1,6,50,4,1,1,5,4,6,6,2,1,3,96,3,10,3,9,1,8,2,1,1,6,120.687858,24.13653,MOR-6012,A287127944,B03,1694799960
5693,2023,9,15,17,50,Shalu,0,0,7,2,6,60,13,7,1,5,4,6,6,1,1,13,7,,,,,1,,2,,1,12,120.578896,24.250087,RBT-2826,R162307425,C03,1694800020
5694,2023,9,15,17,51,Xitun,0,1,7,2,6,50,4,1,1,5,4,6,6,4,4,17,48,2,9,5,6,1,10,2,11,1,13,120.665622,24.174276,IUW-307,I256338231,B03,1694800200
5695,2023,9,15,17,53,Nantun,0,1,7,3,6,50,13,9,1,5,4,6,6,1,1,16,25,3,10,3,6,1,8,2,1,1,12,120.623499,24.145061,NKV-9599,A116223355,B12,1694800260
5696,2023,9,15,17,54,North,0,0,7,,6,50,,,,,,,,,,,84,,,,,1,,2,,1,12,120.666058,24.162971,SZO-5141,H245200372,B03,1694800380
5697,2023,9,15,17,59,Beitun,0,1,7,2,6,30,11,9,1,5,4,6,6,4,4,10,17,3,10,3,9,1,8,2,1,1,12,120.748263,24.185585,HTB-6371,W239088098,B03,1694800440
5698,2023,9,15,18,1,Taiping,0,0,7,,6,50,,,,,,,,,,,87,,,,,1,,2,,1,12,120.728597,24.149974,MEY-3811,B226030316,C03,1694800740
5699,2023,9,15,18,5,South,0,2,7,1,6,50,13,9,1,5,4,6,6,4,4,12,8,2,9,1,9,1,10,2,12,1,12,120.677239,24.133071,ISH-1704,S291919189,B12,1694800860
5700,2023,9,15,18,9,Nantun,0,2,7,1,6,50,4,1,1,5,4,6,6,2,1,17,51,2,7,5,1,1,10,2,11,1,13,120.652988,24.136674,JMW-8599,F242627970,A11,1694801100
5701,2023,9,15,18,9,Xitun,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,1,,1,12,120.62003,24.184085,HLI-9214,L283925477,C03,1694801340
5702,2023,9,15,18,10,Beitun,0,0,7,,6,40,,,,,,,,,,,50,,,,,1,,2,,1,12,120.718171,24.182093,MVW-1998,Z125316502,B03,1694801340
5703,2023,9,15,18,11,Nantun,0,0,7,,6,50,,,,,,,,,,13,59,,,,,1,,1,,1,13,120.596491,24.153245,VLW-4821,L255066259,B03,1694801400
5704,2023,9,15,18,13,Xitun,0,1,7,3,6,50,13,9,1,5,4,6,6,4,4,17,84,2,9,5,9,3,19,2,14,1,13,120.657599,24.190846,QSX-568,N149940229,C03,1694801460
5705,2023,9,15,18,13,Fengyuan,0,0,7,,6,50,,,,,,,,,,13,7,,,,,1,,2,,1,6,120.745562,24.265485,ZTD-4836,U239856434,B03,1694801580
5706,2023,9,15,18,15,East,0,1,7,1,6,50,13,7,1,5,4,6,6,4,4,13,7,2,7,1,9,1,10,2,14,1,12,120.699597,24.150065,MRI-4619,Q294901432,C03,1694801580
5707,2023,9,15,18,15,Dali,0,0,7,,6,50,,,,,,,,,,,49,,,,,1,,9,,2,12,120.728126,24.091038,NVB-5837,H134617466,B03,1694801700
5708,2023,9,15,18,15,Dali,0,0,7,,6,50,,,,,,,,,,13,7,,,,,1,,2,,1,13,120.677592,24.104167,LSU-3457,B176922214,B03,1694801700
5709,2023,9,15,18,17,Beitun,0,2,7,1,6,50,13,9,1,5,4,6,6,1,1,12,84,2,7,1,9,1,10,2,12,1,12,120.693559,24.186849,GOM-2794,T131087215,B03,1694801700
5710,2023,9,15,18,18,Fengyuan,0,1,7,1,6,50,13,9,1,5,4,6,6,3,1,18,87,2,9,2,12,1,10,2,16,1,6,120.719796,24.26123,IGX-7338,C232422006,C03,1694801820
5711,2023,9,15,18,19,Beitun,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,1,,1,12,120.685498,24.172177,LCG-7974,V187509497,,1694801880
5712,2023,9,15,18,20,South,0,1,7,1,6,50,13,9,1,5,4,6,6,4,4,17,7,2,7,1,9,1,10,2,11,1,13,120.648853,24.122076,ITZ-1078,B120144189,B03,1694801940
5713,2023,9,15,18,20,Fengyuan,0,0,7,,6,50,,,,,,,,,,16,11,,,,,1,,2,,1,12,120.74766,24.266563,BRE-3568,J153949381,C03,1694802000
5714,2023,9,15,18,21,Dali,0,0,7,,6,50,,,,,,,,,,,11,,,,,1,,2,,1,12,120.702731,24.088258,ZJN-3137,H222411160,B03,1694802000
5715,2023,9,15,18,29,Beitun,0,0,7,,6,50,,,,,,,,,,,32,,,,,5,,2,,1,13,120.671314,24.173894,CWT-2809,O146487406,B03,1694802060
5716,2023,9,15,18,30,South,0,0,7,,6,,,,,,,,,,,17,87,,,,,,,,,1,,120.653744,24.120678,HJJ-5746,Y153350659,B02,1694802540
5717,2023,9,15,18,30,Dali,0,0,7,,6,30,,,,,,,,,,,51,,,,,1,,2,,1,12,120.699552,24.089045,DAU-2897,B151403789,B03,1694802600
5718,2023,9,15,18,31,Xitun,0,0,7,,6,40,,,,,,,,,,12,8,,,,,1,,1,,1,13,120.64876,24.16287,UCC-8012,E133159324,C03,1694802600
5719,2023,9,15,18,31,Taiping,0,2,7,1,6,50,13,9,1,5,4,6,6,4,4,13,1,2,9,1,4,1,10,2,11,1,12,120.746485,24.12837,PFF-9329,R236999507,B03,1694802660
5720,2023,9,15,18,34,Xitun,0,0,7,,6,40,,,,,,,,,,,84,,,,,1,,1,,1,13,120.634948,24.179291,RNV-6006,I295413574,C03,1694802660
5721,2023,9,15,18,37,East,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,2,,1,12,120.690756,24.134711,HZE-2950,Q296326880,B03,1694802840
5722,2023,9,15,18,39,South,0,2,7,1,6,50,4,1,1,5,4,6,6,1,1,15,85,2,7,2,9,1,10,2,14,1,6,120.657348,24.13381,RNV-2062,J112141788,B03,1694803020
5723,2023,9,15,18,39,Beitun,0,0,7,,6,50,,,,,,,,,,12,51,,,,,1,,1,,1,6,120.683682,24.186365,DDE-3189,F291794285,B03,1694803140
5724,2023,9,15,18,43,West,0,0,7,,6,50,,,,,,,,,,14,49,,,,,1,,1,,1,12,120.662653,24.144416,XKM-577,J128856882,C03,1694803140
5725,2023,9,15,18,43,Beitun,0,0,7,,6,50,,,,,,,,,,9,8,,,,,1,,1,,1,6,120.685357,24.167818,VYG-2523,H285394346,B03,1694803380
5726,2023,9,15,18,45,North,0,0,7,,6,30,,,,,,,,,,,49,,,,,1,,1,,1,12,120.684637,24.15374,XCR-1057,O146759512,B03,1694803380
5727,2023,9,15,18,46,Xitun,0,1,7,3,6,50,3,2,1,5,4,6,6,4,4,13,84,3,10,3,9,1,8,1,5,1,12,120.640476,24.175862,ARW-6079,X250270369,B03,1694803500
5728,2023,9,15,18,47,Wuri,0,0,7,,6,50,,,,,,,,,,13,7,,,,,1,,2,,1,13,120.613521,24.114822,IBL-177,D111266605,B03,1694803560
5729,2023,9,15,18,48,Nantun,0,0,7,,6,50,,,,,,,,,,12,42,,,,,1,,1,,1,6,120.646455,24.125991,PTG-4485,C137885332,A02,1694803620
5730,2023,9,15,18,50,West,0,0,7,1,6,50,13,9,1,5,4,6,6,4,4,12,50,,,,,1,,2,,1,12,120.665505,24.156387,DGO-2801,J116233736,C03,1694803680
5731,2023,9,15,18,50,Shalu,0,0,7,,6,50,,,,,,,,,,,49,,,,,1,,1,,1,13,120.56063,24.222931,NEA-5699,L224322511,C03,1694803800
5732,2023,9,15,18,52,Xitun,0,0,7,,6,40,,,,,,,,,,,45,,,,,1,,1,,1,12,120.607712,24.193078,QRK-9106,J123000122,B12,1694803800
5733,2023,9,15,18,53,Nantun,0,1,7,1,6,50,13,9,1,5,4,6,6,1,1,15,21,3,10,3,9,1,8,2,7,1,12,120.646802,24.146809,EIV-5901,B143462009,B03,1694803920
5734,2023,9,15,18,56,Nantun,0,0,7,,6,40,,,,,,,,,,13,7,,,,,1,,1,,1,13,120.61948,24.120602,JNB-2133,D259288901,C03,1694803980
5735,2023,9,15,18,56,Wuri,0,3,6,1,6,60,13,7,1,5,4,6,6,4,4,12,7,2,7,1,9,1,10,2,11,1,12,120.636588,24.107452,FLL-8891,O272760506,B03,1694804160
5736,2023,9,15,18,57,South,0,2,7,1,6,25,13,7,1,5,4,6,6,4,4,17,46,2,7,6,11,7,21,2,12,1,5,120.671848,24.121079,IHE-3156,K139785294,C03,1694804160
5737,2023,9,15,18,57,Fengyuan,0,1,6,1,6,50,4,1,1,5,4,6,6,1,1,17,11,3,10,3,6,1,8,2,6,1,6,120.720353,24.262357,EAM-298,G121299905,B03,1694804220
5738,2023,9,15,18,59,Nantun,0,1,7,1,6,50,4,2,1,5,4,6,6,2,1,11,40,2,7,5,8,3,19,2,11,1,13,120.653,24.148822,NNE-6202,V126211869,B03,1694804220
5739,2023,9,15,19,2,East,0,1,7,1,6,50,3,2,1,5,4,6,6,4,4,18,84,2,8,1,9,1,9,2,14,1,12,120.692605,24.148367,RMR-2864,J241670439,B03,1694804340
5740,2023,9,15,19,3,East,0,2,7,2,6,50,13,9,1,5,4,6,5,4,4,17,4,3,10,2,15,3,19,2,14,1,12,120.692822,24.142777,EXP-3883,Z248146205,C03,1694804520
5741,2023,9,15,19,6,Xitun,0,0,7,,6,50,,,,,,,,,,12,47,,,,,1,,2,,1,13,120.637015,24.18695,SQB-3474,A165833037,B03,1694804580
5742,2023,9,15,19,6,Longjing,0,0,7,,6,50,,,,,,,,,,14,49,,,,,1,,2,,1,12,120.591415,24.181214,OCQ-1781,M282083284,B12,1694804760
5743,2023,9,15,19,7,Dongshi,0,0,5,,6,30,,,,,,,,,,,14,,,,,1,,2,,1,12,120.844104,24.245995,DTO-608,B256430053,C03,1694804760
5744,2023,9,15,19,8,South,0,1,7,1,6,50,4,1,1,5,4,6,6,1,1,13,7,2,9,2,9,1,9,2,11,1,6,120.666824,24.119158,QWM-8157,J255899310,B03,1694804820
5745,2023,9,15,19,9,Taiping,0,0,7,,6,50,,,,,,,,,,,40,,,,,1,,2,,1,12,120.713147,24.160232,LLL-3843,L152434127,C03,1694804880
5746,2023,9,15,19,10,West,0,0,7,1,6,50,13,9,1,5,4,6,6,4,4,14,49,,,,,1,,1,,1,13,120.655394,24.146547,JDU-4914,O132234752,C03,1694804940
5747,2023,9,15,19,13,Tanzi,0,1,7,1,6,50,13,9,1,5,4,6,6,4,4,11,8,3,10,3,9,1,8,2,4,1,13,120.718332,24.199616,ZNJ-4068,B187102323,B03,1694805000
5748,2023,9,15,19,13,West,0,2,7,1,6,50,4,1,1,5,4,6,6,1,1,17,40,2,9,1,8,1,10,2,14,1,12,120.666736,24.141067,GNS-2234,O218877724,C03,1694805180
5749,2023,9,15,19,16,Xitun,0,0,7,,6,1,,,,,,,,,,,84,,,,,1,,1,,1,13,120.645643,24.163684,OVA-1885,B277636269,C03,1694805180
5750,2023,9,15,19,18,North,0,1,6,1,6,50,13,9,1,5,4,6,6,4,4,17,43,3,10,3,15,2,19,2,4,1,12,120.681529,24.16545,WOA-9473,M157106658,B03,1694805360
5751,2023,9,15,19,18,Beitun,0,1,7,1,6,40,3,2,1,5,4,6,6,2,1,13,84,2,9,2,9,1,10,2,11,1,12,120.733361,24.168985,IFB-4171,M262910038,C03,1694805480
5752,2023,9,15,19,19,Nantun,0,0,7,,6,40,,,,,,,,,,13,7,,,,,1,,1,,1,6,120.622646,24.148912,KQL-3037,R170938530,C03,1694805480
5753,2023,9,15,19,21,Fengyuan,0,1,7,2,6,50,13,7,1,5,4,6,6,4,4,13,7,2,9,1,9,1,10,2,11,1,6,120.711711,24.250717,PXK-6990,G269683835,B03,1694805540
5754,2023,9,15,19,23,Beitun,0,1,7,1,6,50,4,1,1,5,4,6,6,1,1,13,7,2,9,1,9,1,10,2,11,1,12,120.693267,24.182889,KUI-1285,B187216696,,1694805660
5755,2023,9,15,19,26,North,0,0,7,1,6,40,3,8,1,5,4,6,6,4,4,14,49,3,10,3,2,1,8,2,3,1,12,120.685076,24.154329,MXW-9919,I191563249,B03,1694805780
5756,2023,9,15,19,28,Xitun,0,0,7,,6,50,,,,,,,,,,,48,,,,,1,,1,,1,12,120.615468,24.189164,TCX-7737,B284295387,C03,1694805960
5757,2023,9,15,19,28,Wufeng,0,2,7,2,6,50,3,1,1,5,4,6,6,3,1,11,11,2,8,1,6,1,10,2,11,1,12,120.701354,24.067212,RZS-3751,S119099974,C03,1694806080
5758,2023,9,15,19,30,Longjing,0,0,7,,6,50,,,,,,,,,,,49,,,,,1,,9,,1,6,120.530328,24.189673,MYO-2034,E253859798,C03,1694806080
5759,2023,9,15,19,38,Dali,0,0,7,,6,80,,,,,,,,,,13,7,,,,,1,,2,,1,6,120.692487,24.10203,WVP-463,T265491461,C03,1694806200
5760,2023,9,15,19,40,Wuqi,0,0,7,,6,30,,,,,,,,,,,84,,,,,1,,2,,1,12,120.542206,24.23379,BYB-1557,V172613119,B03,1694806680
5761,2023,9,15,19,43,Tanzi,0,0,7,,6,60,,,,,,,,,,13,7,,,,,1,,2,,1,13,120.70336,24.200735,EBC-6711,E149187608,C03,1694806800
5762,2023,9,15,19,44,Daya,0,0,7,1,6,50,5,2,1,5,4,6,6,1,1,17,59,,,,,1,,2,,1,13,120.667387,24.215662,IBE-3730,P280675236,C03,1694806980
5763,2023,9,15,19,48,Nantun,0,0,7,,6,50,,,,,,,,,,12,84,,,,,2,,9,,2,13,120.640379,24.144394,QSG-911,V216177648,B03,1694807040
5764,2023,9,15,19,51,Taiping,0,0,7,,6,50,,,,,,,,,,,26,,,,,1,,1,,1,12,120.716315,24.127958,XXW-8673,L242679547,C03,1694807280
5765,2023,9,15,19,54,Daya,0,1,7,3,6,30,13,9,1,5,4,6,6,4,4,11,84,3,10,5,9,7,21,2,17,1,13,120.669732,24.222286,DFU-1257,Y295989240,C03,1694807460
5766,2023,9,15,19,56,Wufeng,0,0,7,,6,30,,,,,,,,,,,119,,,,,,,,,1,,120.700101,24.068573,QFM-1735,Q168032535,B03,1694807640
5767,2023,9,15,19,57,Xitun,0,1,7,1,6,50,13,8,1,5,4,6,6,4,4,12,40,3,10,3,7,1,8,2,2,1,12,120.654623,24.161942,MGZ-8795,R171762947,C03,1694807760
5768,2023,9,15,19,59,Taiping,0,0,7,,6,80,,,,,,,,,,,84,,,,,1,,1,,1,12,120.710725,24.141557,OYW-294,T298698658,B03,1694807820
5769,2023,9,15,20,2,Nantun,0,1,7,1,6,50,4,1,1,5,4,6,6,2,1,16,48,3,10,5,6,1,13,2,8,1,13,120.649827,24.152311,URN-6717,E132232042,B03,1694807940
5770,2023,9,15,20,5,East,0,2,7,1,6,25,13,9,1,5,4,6,6,4,4,13,7,2,8,1,9,7,21,2,11,1,13,120.701426,24.140458,NRJ-9682,B157659447,B03,1694808120
